iter	Passed	Remaining
332	9216	4621
333	9245	4594
334	9264	4563
335	9292	4535
336	9321	4508
337	9350	4481
338	9378	4454
339	9409	4427
340	9437	4400
341	9465	4373
342	9485	4341
343	9526	4320
344	9568	4299
345	9599	4272
346	9637	4249
347	9665	4221
348	9694	4194
349	9722	4166
350	9750	4139
351	9779	4111
352	9812	4086
353	9841	4059
354	9870	4031
355	9899	4004
356	9927	3976
357	9956	3949
358	9985	3921
359	10013	3894
360	10043	3867
361	10071	3839
362	10099	3811
363	10126	3783
364	10154	3755
365	10182	3728
366	10209	3700
367	10238	3672
368	10256	3641
369	10285	3613
370	10314	3586
371	10342	3558
372	10370	3531
373	10399	3503
374	10428	3476
375	10457	3448
376	10476	3418
377	10505	3390
378	10533	3362
379	10562	3335
380	10590	3307
381	10619	3280
382	10647	3252
383	10676	3225
384	10704	3197
385	10732	3169
386	10761	3142
387	10789	3114
388	10818	3086
389	10845	3059
390	10874	3031
391	10902	3003
392	10930	2975
393	10949	2945
394	10977	2918
395	11005	2890
396	11034	2862
397	11063	2835
398	11092	2807
399	11120	2780
400	11148	2752
401	11177	2724
402	11205	2697
403	11233	2669
404	11260	2641
405	11288	2613
406	11317	2585
407	11345	2558
408	11373	2530
409	11401	2502
410	11429	2475
411	11458	2447
412	11487	2419
413	11514	2391
414	11542	2364
415	11570	2336
416	11598	2308
417	11627	2281
418	11656	2253
419	11684	2225
420	11713	2198
421	11741	2170
422	11769	2142
423	11797	2114
424	11825	2086
425	11854	2059
426	11893	2033
427	11923	2005
428	11952	1978
429	11980	1950
430	12009	1922
431	12037	1894
432	12065	1866
433	12093	1839
434	12121	1811
435	12151	1783
436	12178	1755
437	12207	1728
438	12236	1700
439	12265	1672
440	12293	1644
441	12321	1616
442	12349	1588
443	12377	1561
444	12406	1533
445	12434	1505
446	12463	1477
447	12491	1449
448	12523	1422
449	12551	1394
450	12579	1366
451	12607	1338
452	12636	1311
453	12664	1283
454	12692	1255
455	12721	1227
456	12749	1199
457	12777	1171
458	12805	1143
459	12834	1116
460	12862	1088
461	12891	1060
462	12920	1032
463	12948	1004
464	12976	976
465	13005	948
466	13034	921
467	13062	893
468	13091	865
469	13120	837
470	13148	809
471	13176	781
472	13205	753
473	13232	725
474	13261	697
475	13289	670
476	13316	642
477	13344	614
478	13373	586
479	13397	558
480	13427	530
481	13454	502
482	13483	474
483	13512	446
484	13540	418
485	13569	390
486	13597	362
487	13624	335
488	13653	307
489	13682	279
490	13723	251
491	13751	223
492	13780	195
493	13808	167
494	13837	139
495	13866	111
496	13896	83
497	13924	55
498	13952	27
499	13980	0
