iter	Accuracy	Logloss
124	0.8962131837	0.29458799
125	0.8962131837	0.2943100938
126	0.8962131837	0.293834879
127	0.8962131837	0.2932832301
128	0.8962131837	0.2932596242
129	0.8962131837	0.2927353712
130	0.8962131837	0.2927287606
131	0.8948106592	0.292030817
132	0.8962131837	0.2909799235
133	0.8962131837	0.2900649976
134	0.8962131837	0.2897013967
135	0.8948106592	0.2896338104
136	0.8948106592	0.2896338091
137	0.8962131837	0.2893364683
138	0.8962131837	0.2887267392
139	0.8962131837	0.2879110138
140	0.8948106592	0.2877289438
141	0.8948106592	0.2869434798
142	0.8962131837	0.2863683438
143	0.8962131837	0.2854253697
144	0.8962131837	0.2851067437
145	0.8976157083	0.2844212478
146	0.8976157083	0.2839474424
147	0.8962131837	0.2831077447
148	0.8962131837	0.2827501362
149	0.8962131837	0.2814599399
150	0.8962131837	0.2810321891
151	0.8990182328	0.2798721778
152	0.8990182328	0.2793098565
153	0.8990182328	0.2787220388
154	0.8990182328	0.2781755701
155	0.8990182328	0.2777771689
156	0.8990182328	0.2775159441
157	0.8990182328	0.2772976773
158	0.9004207574	0.2769939181
159	0.9004207574	0.276446055
160	0.8990182328	0.2762007713
161	0.9018232819	0.2753449614
162	0.9018232819	0.2753232305
163	0.9018232819	0.2751225383
164	0.9018232819	0.2746096027
165	0.9032258065	0.2737846357
166	0.9032258065	0.2734931449
167	0.9032258065	0.273408442
168	0.9032258065	0.2725176521
169	0.9032258065	0.2722067633
170	0.9032258065	0.272188786
171	0.9032258065	0.2718469706
172	0.9032258065	0.2715131317
173	0.9032258065	0.2703780997
174	0.9032258065	0.2690110301
175	0.904628331	0.2678986227
176	0.904628331	0.2674816991
177	0.9060308555	0.2669981161
178	0.9060308555	0.2662716745
179	0.9060308555	0.2657083602
180	0.9060308555	0.2651134016
181	0.9060308555	0.2643244903
182	0.9074333801	0.2631844607
183	0.9074333801	0.2629578676
184	0.9102384292	0.2622695804
185	0.9116409537	0.2614470337
186	0.9102384292	0.2607673986
187	0.9130434783	0.2600053629
188	0.9144460028	0.2596566105
189	0.9144460028	0.2592835246
190	0.9144460028	0.2590691994
191	0.9144460028	0.2588198781
192	0.9144460028	0.2583799006
193	0.9144460028	0.2581978988
194	0.9172510519	0.2576487478
195	0.9172510519	0.2570285012
196	0.9158485273	0.2560932987
197	0.9158485273	0.2555523888
198	0.9158485273	0.2552380128
199	0.9172510519	0.254956394
200	0.9158485273	0.2534957511
201	0.9172510519	0.2530343882
202	0.9172510519	0.2524907828
203	0.9172510519	0.2511945956
204	0.9172510519	0.2508624515
205	0.9172510519	0.2508020576
206	0.9186535764	0.2495318622
207	0.9186535764	0.2490159888
208	0.9186535764	0.2481748729
209	0.9186535764	0.2481135834
210	0.9186535764	0.247868389
211	0.9186535764	0.2470047056
212	0.9186535764	0.2467569707
213	0.9186535764	0.2464891895
214	0.920056101	0.245390397
215	0.920056101	0.2448977171
216	0.920056101	0.2447434629
217	0.9214586255	0.2446886299
218	0.920056101	0.2437484743
219	0.920056101	0.2432413127
220	0.920056101	0.2421439043
221	0.920056101	0.2419812247
222	0.920056101	0.2417327616
223	0.920056101	0.2411378662
224	0.920056101	0.2410790362
225	0.920056101	0.2394992717
226	0.920056101	0.2393163763
227	0.920056101	0.2384303972
228	0.920056101	0.2380979488
229	0.920056101	0.2373053477
230	0.920056101	0.2368823736
231	0.920056101	0.2366342852
232	0.920056101	0.2363232497
233	0.920056101	0.2358567206
234	0.920056101	0.2345151255
235	0.9214586255	0.2341015695
236	0.9214586255	0.2339194816
237	0.9228611501	0.2337680749
238	0.9242636746	0.2326991333
239	0.9242636746	0.2315476556
240	0.9242636746	0.2308108777
241	0.9242636746	0.2302203355
242	0.9242636746	0.2296765249
243	0.9242636746	0.2289781854
244	0.9242636746	0.2289217757
245	0.9242636746	0.2280989434
246	0.9228611501	0.2276821379
247	0.9228611501	0.2275839405
248	0.9242636746	0.2271566696
249	0.9242636746	0.2265914248
250	0.9242636746	0.2260810914
251	0.9256661992	0.2256660103
252	0.9256661992	0.2254265708
253	0.9256661992	0.2250989627
254	0.9256661992	0.2244531544
255	0.9256661992	0.2239739768
256	0.9270687237	0.2232259393
257	0.9270687237	0.2230150119
258	0.9256661992	0.2221642478
259	0.9284712482	0.221668148
260	0.9298737728	0.2211346179
261	0.9298737728	0.2210232216
262	0.9298737728	0.2206379663
263	0.9298737728	0.2199099514
264	0.9298737728	0.2193933937
265	0.9298737728	0.2183492568
266	0.9298737728	0.2178727671
267	0.9312762973	0.2173280833
268	0.9312762973	0.2171881311
269	0.9312762973	0.2170179056
270	0.9312762973	0.2163195171
271	0.9298737728	0.2157225259
272	0.9298737728	0.2152715505
273	0.9298737728	0.2148233817
274	0.9298737728	0.2145403506
275	0.9298737728	0.2144261908
276	0.9298737728	0.214358852
277	0.9298737728	0.2143235629
278	0.9312762973	0.2139067409
279	0.9312762973	0.2133062481
280	0.9312762973	0.2132285971
281	0.9312762973	0.2129126304
282	0.9326788219	0.2126085467
283	0.9326788219	0.2121651542
284	0.9326788219	0.21190825
285	0.9326788219	0.2113870883
286	0.9326788219	0.2111355951
287	0.9326788219	0.2104073619
288	0.9326788219	0.2103333956
289	0.9326788219	0.2101330732
290	0.9326788219	0.2099524007
291	0.9326788219	0.2098781612
292	0.9326788219	0.2095513705
293	0.9326788219	0.2095185497
294	0.9326788219	0.2093774948
295	0.9326788219	0.2086510303
296	0.9326788219	0.2084969834
297	0.9326788219	0.2081892519
298	0.9340813464	0.2075266847
299	0.9326788219	0.207091922
300	0.9326788219	0.2067021417
301	0.9326788219	0.2063197311
302	0.9326788219	0.2060110155
303	0.9326788219	0.2059782111
304	0.9326788219	0.2058874216
305	0.9326788219	0.2058180418
306	0.9326788219	0.2057239254
307	0.9326788219	0.2052165164
308	0.9326788219	0.2049021907
309	0.9326788219	0.2045680829
310	0.9326788219	0.2041590055
311	0.9326788219	0.2038993481
312	0.9326788219	0.2032768906
313	0.9326788219	0.2030256191
314	0.9326788219	0.2026311781
315	0.9326788219	0.2024619809
316	0.9326788219	0.2018768766
317	0.9326788219	0.2013936634
318	0.9326788219	0.2007342896
319	0.9326788219	0.2001786667
320	0.9340813464	0.1997846105
321	0.935483871	0.1989458735
322	0.935483871	0.1987367228
323	0.9368863955	0.1984761831
324	0.935483871	0.1984100942
325	0.935483871	0.1979555514
326	0.935483871	0.1976304771
327	0.935483871	0.1975870185
328	0.935483871	0.1973054004
329	0.935483871	0.1969523386
330	0.935483871	0.1964461182
331	0.935483871	0.1961033435
332	0.935483871	0.1958824854
333	0.935483871	0.1951202351
334	0.935483871	0.1950419274
335	0.9368863955	0.1945616641
336	0.935483871	0.194348657
337	0.9368863955	0.1940987742
338	0.9368863955	0.1938598834
339	0.9368863955	0.1932926159
340	0.9368863955	0.1927268256
341	0.9368863955	0.1925580652
342	0.9382889201	0.1924941576
343	0.9396914446	0.1923252526
344	0.9382889201	0.1919694631
345	0.9382889201	0.1915076748
346	0.9382889201	0.1911557629
347	0.9382889201	0.1910715391
348	0.9382889201	0.190242165
349	0.9382889201	0.1898773116
350	0.9382889201	0.1898359674
351	0.9382889201	0.1893609055
352	0.9382889201	0.1891464416
353	0.9382889201	0.188975958
354	0.9382889201	0.1889559089
355	0.9382889201	0.1888417593
356	0.9382889201	0.1888060589
357	0.9382889201	0.1887035737
358	0.9382889201	0.1886812571
359	0.9382889201	0.1885455982
360	0.9382889201	0.187893901
361	0.9382889201	0.1876923339
362	0.9382889201	0.1872632164
363	0.9396914446	0.187157151
364	0.9396914446	0.1869041832
365	0.9410939691	0.1862074918
366	0.9410939691	0.1860520663
367	0.9410939691	0.1858396837
368	0.9410939691	0.1857907362
369	0.9424964937	0.1855505007
370	0.9438990182	0.1853983215
371	0.9438990182	0.1850018699
372	0.9438990182	0.1849449631
373	0.9438990182	0.1847898422
374	0.9438990182	0.184413586
375	0.9438990182	0.1840605392
376	0.9438990182	0.1840140935
377	0.9438990182	0.183554662
378	0.9467040673	0.1830234686
379	0.9438990182	0.1826113505
380	0.9438990182	0.1825863165
381	0.9438990182	0.1822246455
382	0.9438990182	0.18217163
383	0.9438990182	0.1815777678
384	0.9438990182	0.1815024697
385	0.9453015428	0.1814611087
386	0.9453015428	0.1810638529
387	0.9467040673	0.1803637765
388	0.9481065919	0.1800517694
389	0.9481065919	0.1799234837
390	0.9481065919	0.1798864215
391	0.9481065919	0.1797699659
392	0.9481065919	0.1795231415
393	0.9481065919	0.1794839797
394	0.9481065919	0.1792187826
395	0.9481065919	0.1791065947
396	0.9481065919	0.1789983571
397	0.9481065919	0.1781642615
398	0.9467040673	0.1778459671
399	0.9481065919	0.1775427097
400	0.9481065919	0.177355489
401	0.9495091164	0.1773365619
402	0.9481065919	0.1771454534
403	0.9481065919	0.1771244433
404	0.9495091164	0.176728263
405	0.950911641	0.1760677618
406	0.950911641	0.1759334129
407	0.9523141655	0.1757855331
408	0.95371669	0.1756918481
409	0.95371669	0.1755709251
410	0.95371669	0.1754055935
411	0.95371669	0.1752744125
412	0.95371669	0.1750100879
413	0.95371669	0.174906971
414	0.95371669	0.1744932532
415	0.95371669	0.1740872301
416	0.95371669	0.1739742919
417	0.95371669	0.1736370888
418	0.9523141655	0.1733630495
419	0.9523141655	0.1732369275
420	0.9523141655	0.1730538271
421	0.9523141655	0.1726073163
422	0.9523141655	0.1720657482
423	0.9523141655	0.1719408231
424	0.9523141655	0.171495041
425	0.9523141655	0.1713728016
426	0.95371669	0.1711916809
427	0.95371669	0.1707987091
428	0.9551192146	0.1705949241
429	0.9551192146	0.1705226298
430	0.9551192146	0.1704813282
431	0.9551192146	0.1701787769
432	0.9551192146	0.169918926
433	0.9551192146	0.1698847199
434	0.9551192146	0.1695522402
435	0.9551192146	0.1689340311
436	0.9551192146	0.1687124248
437	0.9551192146	0.1681851316
438	0.9551192146	0.1680333559
439	0.9551192146	0.167770792
440	0.9551192146	0.1676560178
441	0.9551192146	0.1674807865
442	0.9551192146	0.1669290292
443	0.9551192146	0.1667652262
444	0.9551192146	0.1666111204
445	0.9551192146	0.1660705364
446	0.9551192146	0.1659585515
447	0.9551192146	0.1658460272
448	0.9551192146	0.165393105
449	0.9551192146	0.1650489067
450	0.9551192146	0.1649766357
451	0.9551192146	0.1646320785
452	0.9551192146	0.1643434442
453	0.9551192146	0.1640066757
454	0.9565217391	0.1634141594
455	0.9565217391	0.1632245406
456	0.9565217391	0.1629682509
457	0.9551192146	0.1625961668
458	0.9551192146	0.1623966336
459	0.9551192146	0.1617811798
460	0.9551192146	0.1617290106
461	0.9551192146	0.1616614153
462	0.9551192146	0.1613831379
463	0.9579242637	0.1611356525
464	0.9579242637	0.1610615738
465	0.9579242637	0.1609175751
466	0.9593267882	0.1606394552
467	0.9579242637	0.160395043
468	0.9579242637	0.15997811
469	0.9579242637	0.1595947352
470	0.9579242637	0.1594899854
471	0.9579242637	0.1590240016
472	0.9579242637	0.158936273
473	0.9579242637	0.1587945434
474	0.9579242637	0.158680612
475	0.9607293128	0.158530904
476	0.9607293128	0.158438081
477	0.9593267882	0.1580030347
478	0.9607293128	0.1576605506
479	0.9607293128	0.1576369507
480	0.9607293128	0.1575035115
481	0.9607293128	0.1572576548
482	0.9607293128	0.1571951743
483	0.9607293128	0.1569733925
484	0.9607293128	0.1566527353
485	0.9607293128	0.1565521128
486	0.9607293128	0.1561552015
487	0.9607293128	0.1557959438
488	0.9593267882	0.1556894226
489	0.9593267882	0.155318834
490	0.9593267882	0.1552813055
491	0.9593267882	0.1551187744
492	0.9593267882	0.1550694052
493	0.9593267882	0.1549766226
494	0.9593267882	0.154892356
495	0.9593267882	0.1546929741
496	0.9593267882	0.1545222721
497	0.9593267882	0.1542835653
498	0.9593267882	0.1538824581
499	0.9593267882	0.1537040647
