iter	Passed	Remaining
384	10689	3193
385	10718	3165
386	10750	3139
387	10782	3112
388	10814	3085
389	10842	3058
390	10871	3030
391	10899	3003
392	10929	2975
393	10957	2947
394	10986	2920
395	11019	2893
396	11047	2866
397	11076	2838
398	11103	2810
399	11132	2783
400	11160	2755
401	11187	2727
402	11216	2699
403	11248	2672
404	11278	2645
405	11307	2618
406	11336	2590
407	11366	2562
408	11396	2535
409	11425	2508
410	11454	2480
411	11484	2452
412	11514	2425
413	11542	2397
414	11571	2370
415	11601	2342
416	11632	2315
417	11661	2287
418	11692	2260
419	11721	2232
420	11750	2204
421	11780	2177
422	11809	2149
423	11837	2121
424	11867	2094
425	11897	2066
426	11927	2039
427	11956	2011
428	11987	1983
429	12016	1956
430	12045	1928
431	12074	1900
432	12102	1872
433	12132	1845
434	12162	1817
435	12192	1789
436	12223	1762
437	12255	1734
438	12284	1706
439	12313	1679
440	12343	1651
441	12372	1623
442	12403	1595
443	12431	1567
444	12462	1540
445	12491	1512
446	12520	1484
447	12549	1456
448	12578	1428
449	12607	1400
450	12637	1372
451	12666	1345
452	12695	1317
453	12725	1289
454	12755	1261
455	12788	1233
456	12816	1205
457	12845	1177
458	12874	1150
459	12903	1122
460	12934	1094
461	12963	1066
462	12992	1038
463	13022	1010
464	13052	982
465	13081	954
466	13110	926
467	13139	898
468	13168	870
469	13198	842
470	13227	814
471	13256	786
472	13285	758
473	13314	730
474	13342	702
475	13372	674
476	13403	646
477	13434	618
478	13464	590
479	13495	562
480	13522	534
481	13551	506
482	13580	477
483	13609	449
484	13638	421
485	13665	393
486	13694	365
487	13722	337
488	13751	309
489	13779	281
490	13808	253
491	13839	225
492	13867	196
493	13896	168
494	13923	140
495	13953	112
496	13982	84
497	14011	56
498	14040	28
499	14068	0
