iter	Passed	Remaining
425	12179	2115
426	12207	2087
427	12235	2058
428	12265	2029
429	12295	2001
430	12323	1972
431	12353	1944
432	12382	1915
433	12407	1886
434	12437	1858
435	12466	1829
436	12494	1801
437	12523	1772
438	12553	1744
439	12581	1715
440	12610	1687
441	12639	1658
442	12668	1630
443	12696	1601
444	12725	1572
445	12759	1544
446	12790	1516
447	12821	1488
448	12851	1459
449	12882	1431
450	12913	1402
451	12943	1374
452	12978	1346
453	13010	1318
454	13039	1289
455	13070	1261
456	13099	1232
457	13127	1203
458	13155	1175
459	13184	1146
460	13212	1117
461	13242	1089
462	13272	1060
463	13305	1032
464	13337	1003
465	13367	975
466	13397	946
467	13434	918
468	13467	890
469	13499	861
470	13530	833
471	13564	804
472	13595	776
473	13626	747
474	13657	718
475	13691	690
476	13722	661
477	13746	632
478	13778	604
479	13807	575
480	13838	546
481	13867	517
482	13895	489
483	13924	460
484	13952	431
485	13980	402
486	14008	373
487	14037	345
488	14066	316
489	14101	287
490	14133	259
491	14163	230
492	14193	201
493	14226	172
494	14276	144
495	14315	115
496	14349	86
497	14381	57
498	14421	28
499	14450	0
