iter	Passed	Remaining
402	11429	2751
403	11458	2722
404	11486	2694
405	11514	2665
406	11542	2637
407	11570	2609
408	11598	2580
409	11626	2552
410	11654	2523
411	11683	2495
412	11712	2467
413	11740	2438
414	11769	2410
415	11797	2382
416	11825	2353
417	11853	2325
418	11880	2296
419	11909	2268
420	11936	2239
421	11965	2211
422	11994	2183
423	12022	2155
424	12051	2126
425	12079	2098
426	12109	2070
427	12137	2041
428	12166	2013
429	12194	1985
430	12223	1956
431	12250	1928
432	12277	1899
433	12306	1871
434	12334	1843
435	12366	1815
436	12393	1786
437	12422	1758
438	12451	1730
439	12480	1701
440	12508	1673
441	12536	1645
442	12565	1616
443	12594	1588
444	12624	1560
445	12653	1531
446	12681	1503
447	12710	1475
448	12738	1446
449	12766	1418
450	12794	1390
451	12823	1361
452	12852	1333
453	12881	1305
454	12910	1276
455	12938	1248
456	12967	1220
457	12996	1191
458	13025	1163
459	13055	1135
460	13084	1106
461	13113	1078
462	13141	1050
463	13170	1021
464	13199	993
465	13228	965
466	13256	936
467	13293	908
468	13332	881
469	13364	853
470	13392	824
471	13422	796
472	13452	767
473	13482	739
474	13511	711
475	13541	682
476	13569	654
477	13602	626
478	13633	597
479	13662	569
480	13690	540
481	13721	512
482	13751	483
483	13779	455
484	13807	427
485	13836	398
486	13865	370
487	13894	341
488	13921	313
489	13949	284
490	13977	256
491	14004	227
492	14034	199
493	14063	170
494	14091	142
495	14119	113
496	14148	85
497	14177	56
498	14206	28
499	14235	0
