iter	Passed	Remaining
149	4034	9414
150	4066	9397
151	4094	9375
152	4123	9352
153	4153	9331
154	4182	9308
155	4210	9285
156	4239	9262
157	4255	9211
158	4266	9149
159	4296	9129
160	4307	9069
161	4332	9038
162	4361	9017
163	4391	8997
164	4420	8975
165	4450	8955
166	4481	8935
167	4496	8885
168	4526	8866
169	4556	8844
170	4587	8825
171	4618	8808
172	4650	8790
173	4681	8770
174	4711	8749
175	4741	8728
176	4772	8709
177	4804	8690
178	4836	8673
179	4865	8650
180	4893	8624
181	4921	8599
182	4949	8574
183	4978	8550
184	5007	8526
185	5036	8501
186	5065	8479
187	5096	8458
188	5125	8433
189	5155	8411
190	5183	8386
191	5214	8365
192	5243	8340
193	5273	8317
194	5303	8295
195	5332	8270
196	5360	8245
197	5388	8219
198	5417	8193
199	5445	8168
200	5474	8143
201	5506	8123
202	5539	8104
203	5571	8083
204	5603	8063
205	5650	8063
206	5681	8042
207	5710	8017
208	5741	7994
209	5772	7971
210	5803	7949
211	5835	7928
212	5867	7905
213	5898	7882
214	5926	7856
215	5956	7831
216	5984	7805
217	6013	7778
218	6042	7753
219	6071	7726
220	6099	7700
221	6128	7673
222	6159	7651
223	6187	7623
224	6216	7597
225	6244	7570
226	6273	7544
227	6301	7517
228	6330	7491
229	6360	7467
230	6390	7441
231	6419	7415
232	6448	7389
233	6476	7362
234	6506	7337
235	6536	7311
236	6566	7286
237	6595	7260
238	6625	7235
239	6654	7209
240	6684	7183
241	6716	7160
242	6761	7151
243	6809	7144
244	6849	7129
245	6886	7110
246	6922	7090
247	6952	7065
248	6984	7040
249	7014	7014
250	7044	6988
251	7074	6962
252	7103	6935
253	7134	6909
254	7164	6883
255	7193	6856
256	7222	6828
257	7252	6802
258	7283	6777
259	7316	6753
260	7347	6728
261	7381	6705
262	7410	6678
263	7440	6651
264	7472	6626
265	7502	6600
266	7535	6575
267	7565	6548
268	7595	6522
269	7625	6495
270	7655	6469
271	7684	6441
272	7716	6415
273	7747	6389
274	7776	6362
275	7807	6336
276	7844	6314
277	7876	6289
278	7904	6261
279	7934	6234
280	7963	6206
281	7991	6177
282	8019	6149
283	8048	6121
284	8076	6093
285	8105	6064
286	8134	6036
287	8163	6009
288	8192	5981
289	8223	5954
290	8251	5926
291	8281	5898
292	8311	5871
293	8340	5844
294	8369	5815
295	8396	5786
296	8425	5758
297	8454	5731
298	8483	5702
299	8511	5674
300	8539	5645
301	8568	5618
302	8598	5590
303	8627	5562
304	8657	5534
305	8685	5506
306	8713	5477
307	8742	5450
308	8771	5421
309	8801	5394
310	8829	5365
311	8858	5337
312	8886	5309
313	8914	5280
314	8941	5251
315	8969	5223
316	8998	5194
317	9027	5166
318	9054	5137
319	9084	5110
320	9113	5081
321	9141	5053
322	9169	5024
323	9197	4996
324	9226	4968
325	9256	4940
326	9285	4912
327	9313	4883
328	9341	4855
329	9370	4827
330	9398	4798
331	9427	4770
332	9455	4741
333	9484	4713
334	9512	4685
335	9541	4657
336	9570	4629
337	9598	4600
338	9627	4572
339	9655	4543
340	9683	4515
341	9711	4486
342	9739	4458
343	9767	4429
344	9797	4401
345	9826	4373
346	9857	4346
347	9886	4318
348	9915	4290
349	9944	4262
350	9972	4233
351	10000	4204
352	10029	4176
353	10057	4148
354	10086	4119
355	10116	4091
356	10144	4063
357	10172	4034
358	10201	4006
359	10229	3978
360	10258	3949
361	10286	3921
362	10316	3893
363	10345	3865
364	10377	3838
365	10405	3809
366	10434	3781
367	10462	3753
368	10491	3724
369	10520	3696
370	10548	3667
371	10575	3639
372	10603	3610
373	10635	3583
374	10663	3554
375	10692	3526
376	10721	3497
377	10750	3469
378	10778	3441
379	10807	3412
380	10835	3384
381	10864	3356
382	10894	3327
383	10922	3299
384	10950	3270
385	10978	3242
386	11005	3213
387	11033	3184
388	11061	3156
389	11089	3127
390	11118	3099
391	11147	3071
392	11175	3042
393	11205	3014
394	11233	2986
395	11261	2957
396	11290	2929
397	11318	2900
398	11347	2872
399	11375	2843
400	11404	2815
401	11431	2786
402	11459	2758
403	11488	2729
404	11516	2701
405	11545	2673
406	11574	2644
407	11603	2616
408	11633	2588
409	11660	2559
410	11689	2531
411	11718	2503
412	11765	2478
413	11795	2450
414	11825	2422
415	11854	2393
416	11883	2365
417	11912	2336
418	11940	2308
419	11968	2279
420	11999	2251
421	12028	2223
422	12057	2194
423	12087	2166
424	12115	2138
425	12144	2109
426	12173	2081
427	12201	2052
428	12230	2024
429	12258	1995
430	12287	1967
431	12317	1938
432	12347	1910
433	12395	1884
434	12424	1856
435	12454	1828
436	12484	1799
437	12515	1771
438	12548	1743
439	12578	1715
440	12606	1686
441	12635	1658
442	12665	1629
443	12693	1601
444	12721	1572
445	12750	1543
446	12778	1515
447	12807	1486
448	12835	1457
449	12863	1429
450	12892	1400
451	12920	1372
452	12948	1343
453	12976	1314
454	13009	1286
455	13036	1257
456	13065	1229
457	13093	1200
458	13121	1172
459	13149	1143
460	13177	1114
461	13207	1086
462	13235	1057
463	13263	1029
464	13290	1000
465	13318	971
466	13347	943
467	13376	914
468	13404	886
469	13433	857
470	13463	828
471	13491	800
472	13519	771
473	13547	743
474	13576	714
475	13604	685
476	13632	657
477	13660	628
478	13688	600
479	13716	571
480	13744	542
481	13773	514
482	13803	485
483	13831	457
484	13859	428
485	13887	400
486	13914	371
487	13943	342
488	13972	314
489	14000	285
490	14028	257
491	14056	228
492	14084	199
493	14112	171
494	14140	142
495	14169	114
496	14198	85
497	14225	57
498	14254	28
499	14281	0
